CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7639844,682381,4602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7643248,696271,3502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7645266,684907,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7647269,699014,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7648442,708680,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7652757,663176,200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7665653,673088,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7666269,685058,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7673019,680259,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7673193,698496,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7673556,680946,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7679223,695524,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/5/2016,7685510,675756,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7640169,684733,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7644340,684649,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7648008,688852,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7648402,693395,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7649915,699502,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7657217,679950,1301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7661471,671834,402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7665735,664198,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7666145,663100,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7668769,687426,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7669647,690191,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7683190,673143,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/6/2016,7685510,675756,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7626614,710922,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7630338,710168,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7642787,682793,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7647161,693544,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7648244,682679,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7660585,703755,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7663314,683459,1802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7667423,670119,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7669991,694504,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/7/2016,7674439,696770,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7642421,684177,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7644640,713794,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7645986,704001,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7646614,693558,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7647025,682372,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7647089,711184,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7657592,698789,3603
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7663301,662658,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7668397,669950,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7669882,695034,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7671013,677372,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7686279,675990,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/17/2016,7658040,688078,2600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/17/2016,7673819,678264,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/17/2016,7674087,684805,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/17/2016,7688872,678936,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7626805,660049,6501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7640656,684270,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7641855,687430,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7643678,685609,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7644832,683271,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7649116,688473,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7651819,680225,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7653668,685434,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7661276,673723,802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7676448,695320,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7680923,675539,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7687230,676351,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7687662,680291,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7688695,676229,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/18/2016,7690301,681178,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7639201,683983,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7641859,687951,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7646542,697738,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7648421,700588,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7666145,663100,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7674040,667578,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7680222,682096,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7686650,682290,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/19/2016,7689846,680841,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7625927,713553,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7635103,708373,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7640920,679878,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7643018,682698,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7643880,681695,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7644308,683033,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7644756,684195,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7668733,668896,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7669180,674315,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7671805,671416,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7674672,687423,8001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7680901,681021,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7683198,694612,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7689645,681595,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7689180,681706,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7689612,682338,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/8/2016,7690140,687188,9400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7635900,668052,6702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7644011,685144,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7644083,684401,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7644226,686113,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7647275,663082,100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7648425,698052,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7657865,673625,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7657919,687972,2600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7670589,667650,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7672113,682379,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7678176,696022,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7680555,684538,9302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/9/2016,7689459,676187,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7642170,679428,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7642452,683688,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7643174,698986,3803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7644511,684623,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7648132,684680,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7648361,683047,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7652285,684290,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7660163,689520,2702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7666105,665093,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7673216,682731,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7676797,670190,8500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7678990,672422,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7684999,681197,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/10/2016,7690432,681693,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7623725,711065,4200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7634427,709994,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7637849,708051,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7644880,685866,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7647992,709056,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7663473,674571,801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7664417,668003,501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7669318,666855,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7674149,702087,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7689846,680841,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7690036,692479,9501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/11/2016,7690425,681190,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/20/2016,7691797,676200,9804
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7637849,708051,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7638363,688914,4900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7643288,686573,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7647141,688685,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7647573,689021,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7652202,696581,3200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7656314,693178,3100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7661516,671833,402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7668974,678848,1601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7669512,673416,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7670162,696656,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7670397,667610,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7680449,673600,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/21/2016,7691720,678080,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7649123,676860,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7669135,670955,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7669567,693675,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7669647,690191,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7670211,671293,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7680623,666636,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7680900,666686,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/22/2016,7688353,675422,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/23/2016,7643835,684567,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/23/2016,7644357,684829,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/23/2016,7645575,684135,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/23/2016,7656380,701708,3602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,12/23/2016,7669700,699914,7300
